45J070--Nason Cr. nr mouth

DATE         TIME    FLOW (cfs)   QUALITY
03/09/2003   00:00          164         2
03/10/2003   00:00          180         2
03/11/2003   00:00          281         2
03/12/2003   00:00          405         2
03/13/2003   00:00          783         2
03/14/2003   00:00          743         2
03/15/2003   00:00          653         2
03/16/2003   00:00          542         2
03/17/2003   00:00          478         2
03/18/2003   00:00          436         2
03/19/2003   00:00          402         2
03/20/2003   00:00          386         2
03/21/2003   00:00          392         2
03/22/2003   00:00          467         2
03/23/2003   00:00          456         2
03/24/2003   00:00          406         2
03/25/2003   00:00          381         2
03/26/2003   00:00          369         2
03/27/2003   00:00          356         2
03/28/2003   00:00          341         2
03/29/2003   00:00          341         2
03/30/2003   00:00          562         2
03/31/2003   00:00         1130         2
04/01/2003   00:00          883         2
04/02/2003   00:00          569         2
04/03/2003   00:00          486         2
04/04/2003   00:00          448         2
04/05/2003   00:00          420         2
04/06/2003   00:00          399         2
04/07/2003   00:00          378         2
04/08/2003   00:00          369         2
04/09/2003   00:00          388         2
04/10/2003   00:00          386         2
04/11/2003   00:00          383         2
04/12/2003   00:00          396         2
04/13/2003   00:00          452         2
04/14/2003   00:00          487         2
04/15/2003   00:00          455         2
04/16/2003   00:00          449         2
04/17/2003   00:00          445         2
04/18/2003   00:00          424         2
04/19/2003   00:00          406         2
04/20/2003   00:00          408         2
04/21/2003   00:00          443         2
04/22/2003   00:00          470         2
04/23/2003   00:00          474         2
04/24/2003   00:00          703         2
04/25/2003   00:00          565         2
04/26/2003   00:00          499         2
04/27/2003   00:00          474         2
04/28/2003   00:00          465         2
04/29/2003   00:00          485         2
04/30/2003   00:00          494         2
05/01/2003   00:00          520         2
05/02/2003   00:00          644         2
05/03/2003   00:00          701         2
05/04/2003   00:00          561         2
05/05/2003   00:00          526         2
05/06/2003   00:00          490         2
05/07/2003   00:00          474         2
05/08/2003   00:00          463         2
05/09/2003   00:00          465         2
05/10/2003   00:00          492         2
05/11/2003   00:00          525         2
05/12/2003   00:00          603         2
05/13/2003   00:00          706         2
05/14/2003   00:00          931         2
05/15/2003   00:00         1040         2
05/16/2003   00:00          683         2
05/17/2003   00:00          526         2
05/18/2003   00:00          481         2
05/19/2003   00:00          458         2
05/20/2003   00:00          450         2
05/21/2003   00:00          465         2
05/22/2003   00:00          537         2
05/23/2003   00:00          959        10
05/24/2003   00:00         2010        10
05/25/2003   00:00         2470        10
05/26/2003   00:00         1940        10
05/27/2003   00:00         1750        10
05/28/2003   00:00         2300        10
05/29/2003   00:00         2420        10
05/30/2003   00:00         2190        10
05/31/2003   00:00         2110        10
06/01/2003   00:00         1930        10
06/02/2003   00:00         1690        10
06/03/2003   00:00         1530        10
06/04/2003   00:00         1520        10
06/05/2003   00:00         1770        10
06/06/2003   00:00         2110        10
06/07/2003   00:00         2320        10
06/08/2003   00:00         2300        10
06/09/2003   00:00         2060        10
06/10/2003   00:00         1660        10
06/11/2003   00:00         1270         2
06/12/2003   00:00         1150         2
06/13/2003   00:00         1010         2
06/14/2003   00:00          802         2
06/15/2003   00:00          590         2
06/16/2003   00:00          561         2
06/17/2003   00:00          574         2
06/18/2003   00:00          668         2
06/19/2003   00:00          564         2
06/20/2003   00:00          469         2
06/21/2003   00:00          426         2
06/22/2003   00:00          384         2
06/23/2003   00:00          358         2
06/24/2003   00:00          352         2
06/25/2003   00:00          360         2
06/26/2003   00:00          377         2
06/27/2003   00:00          409         2
06/28/2003   00:00          394         2
06/29/2003   00:00          361         2
06/30/2003   00:00          345         2
07/01/2003   00:00          311         2
07/02/2003   00:00          277         2
07/03/2003   00:00          253         2
07/04/2003   00:00          238         2
07/05/2003   00:00          227         2
07/06/2003   00:00          216         2
07/07/2003   00:00          202         2
07/08/2003   00:00          188         2
07/09/2003   00:00          172         2
07/10/2003   00:00          159         2
07/11/2003   00:00          152         2
07/12/2003   00:00          145         2
07/13/2003   00:00          141         2
07/14/2003   00:00          136         2
07/15/2003   00:00          127        82
07/16/2003   00:00          121         2
07/17/2003   00:00          114         2
07/18/2003   00:00          108         2
07/19/2003   00:00         99.8         2
07/20/2003   00:00         95.5         2
07/21/2003   00:00         91.1         2
07/22/2003   00:00         86.5         2
07/23/2003   00:00         85.3         2
07/24/2003   00:00         85.1         2
07/25/2003   00:00         81.9         2
07/26/2003   00:00         78.9         2
07/27/2003   00:00         77.5         2
07/28/2003   00:00         74.5         2
07/29/2003   00:00         69.4         2
07/30/2003   00:00         63.8         2
07/31/2003   00:00         57.8         2
08/01/2003   00:00         54.8         2
08/02/2003   00:00         52.3         2
08/03/2003   00:00         51.8         2
08/04/2003   00:00         56.4         2
08/05/2003   00:00         54.4         2
08/06/2003   00:00         60.0         2
08/07/2003   00:00         53.9         2
08/08/2003   00:00         48.5         2
08/09/2003   00:00         48.9         2
08/10/2003   00:00         51.4         2
08/11/2003   00:00         49.3         2
08/12/2003   00:00         48.9         2
08/13/2003   00:00         55.1         2
08/14/2003   00:00         57.8         2
08/15/2003   00:00         52.1         2
08/16/2003   00:00         47.1         2
08/17/2003   00:00         47.1         2
08/18/2003   00:00         44.0         2
08/19/2003   00:00         40.5         2
08/20/2003   00:00         37.3         2
08/21/2003   00:00         35.4         2
08/22/2003   00:00         34.8         2
08/23/2003   00:00         33.8         2
08/24/2003   00:00         33.6         2
08/25/2003   00:00         32.4         2
08/26/2003   00:00         31.0         2
08/27/2003   00:00         30.6         2
08/28/2003   00:00         30.8         2
08/29/2003   00:00         31.0         2
08/30/2003   00:00         30.9         2
08/31/2003   00:00         29.1         2
09/01/2003   00:00         28.9         2
09/02/2003   00:00         28.6         2
09/03/2003   00:00         27.8         2
09/04/2003   00:00         27.0         2
09/05/2003   00:00         26.8         2
09/06/2003   00:00         26.3         2
09/07/2003   00:00         25.1         2
09/08/2003   00:00         24.4         2
09/09/2003   00:00         26.0         2
09/10/2003   00:00         26.2         2
09/11/2003   00:00         27.9         2
09/12/2003   00:00         35.1         2
09/13/2003   00:00         30.9         2
09/14/2003   00:00         27.5         2
09/15/2003   00:00         25.9         2
09/16/2003   00:00         26.5         2
09/17/2003   00:00         32.1         2
09/18/2003   00:00         30.0         2
09/19/2003   00:00         29.6         2
09/20/2003   00:00         32.5         2
09/21/2003   00:00         28.5         2
09/22/2003   00:00         26.5         2
09/23/2003   00:00         24.7         2
09/24/2003   00:00         24.3         8
09/25/2003   00:00         23.3         8
09/26/2003   00:00         23.1         8
09/27/2003   00:00         23.3         8
09/28/2003   00:00         23.3         8
09/29/2003   00:00         23.3         8
09/30/2003   00:00         23.0         8
10/01/2003   00:00         22.6         2
