To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

45K090--White R. nr Plain

DATE         Discharge (cfs)   QUALITY
02/05/2018              1510       140
02/06/2018              1170       140
02/07/2018              1040       140
02/08/2018              1270       140
02/09/2018              1360       140
02/10/2018              1140       140
02/11/2018               990       140
02/12/2018               863       140
02/13/2018               771       140
02/14/2018               707       140
02/15/2018               638       140
02/16/2018               592       140
02/17/2018               579       140
02/18/2018               535       140
02/19/2018               486       140
02/20/2018               450       140
02/21/2018               427       140
02/22/2018               408       140
02/23/2018               385       140
02/24/2018               382       140
02/25/2018               373       140
02/26/2018               354       140
02/27/2018               338       140
02/28/2018               326       140
03/01/2018               321       140
03/02/2018               309       140
03/03/2018               296       140
03/04/2018               287       140
03/05/2018               280       140
03/06/2018               271       140
03/07/2018               265       140
03/08/2018               269       140
03/09/2018               278       140
03/10/2018               262       140
03/11/2018               256       140
03/12/2018               258       140
03/13/2018               269       140
03/14/2018               287       140
03/15/2018               284       140
03/16/2018               284       140
03/17/2018               289       140
03/18/2018               294       140
03/19/2018               296       140
03/20/2018               300       140
03/21/2018               306       140
03/22/2018               324       140
03/23/2018               329       140
03/24/2018               319       140
03/25/2018               309       140
03/26/2018               305       140
03/27/2018               314       140
03/28/2018               328       140
03/29/2018               328       140
03/30/2018               343       140
03/31/2018               362       140
04/01/2018               364       140
04/02/2018               360       140
04/03/2018               347       140
04/04/2018               347       140
04/05/2018               380       140
04/06/2018               418       140
04/07/2018               543       140
04/08/2018               669       140
04/09/2018               682       140
04/10/2018               749       140
04/11/2018               795       140
04/12/2018               783       140
04/13/2018               757       140
04/14/2018               854       140
04/15/2018               902       140
04/16/2018               963       140
04/17/2018               897       140
04/18/2018               824       140
04/19/2018               769       140
04/20/2018               759       140
04/21/2018               790       140
04/22/2018               760       140
04/23/2018               762       140
04/24/2018               828       140
04/25/2018              1020         2
04/26/2018              1420         2
04/27/2018              2010         2
04/28/2018              2750         2
04/29/2018              2330         2
04/30/2018              1960         2
05/01/2018              1870         2
05/02/2018              1980         2
05/03/2018              2380         2
05/04/2018              2980         2
05/05/2018              3120         2
05/06/2018              3560         2
05/07/2018              4270         2
05/08/2018              4450         2
05/09/2018              5600         2
05/10/2018              4280         2
05/11/2018              3220         2
05/12/2018              3160         2
05/13/2018              3580         2
05/14/2018              4270         2
05/15/2018              5030         2
05/16/2018              5560         2
05/17/2018              5310         2
05/18/2018              4300         2
05/19/2018              3590         2
05/20/2018              3420         2
05/21/2018              3380         2
05/22/2018              3470         2
05/23/2018              4020         2
05/24/2018              4400         2
05/25/2018              4130         2
05/26/2018              3530         2
05/27/2018              2980         2
05/28/2018              3170         2
05/29/2018              2830         2
05/30/2018              2140         2
05/31/2018              1840         2
06/01/2018              1640         2
06/02/2018              1620         2
06/03/2018              1850         2
06/04/2018              1860         2
06/05/2018              1630         2
06/06/2018              1550         2
06/07/2018              1770         2
06/08/2018              1840         2
06/09/2018              1740         2
06/10/2018              1550         2
06/11/2018              1230         2
06/12/2018              1090         2
06/13/2018              1090         2
06/14/2018              1150         2
06/15/2018              1230         2
06/16/2018              1400         2
06/17/2018              1670         2
06/18/2018              2070         2
06/19/2018              2530         2
06/20/2018              2960         2
06/21/2018              3110         2
06/22/2018              2760         2
06/23/2018              2330         2
06/24/2018              2300         2
06/25/2018              2580         2
06/26/2018              1890         2
06/27/2018              1500         2
06/28/2018              1230         2
06/29/2018              1090         2
06/30/2018              1150         2
07/01/2018              1260         2
07/02/2018              1170         2
07/03/2018               989         2
07/04/2018              1060         2
07/05/2018              1340         2
07/06/2018              1580         2
07/07/2018              1420         2
07/08/2018              1150         2
07/09/2018              1200         2
07/10/2018              1280         2
07/11/2018              1090         2
07/12/2018              1170         2
07/13/2018              1190         2
07/14/2018              1160         2
07/15/2018              1080         2
07/16/2018              1050         2
07/17/2018              1060         2
07/18/2018              1030         2
07/19/2018               919         2
07/20/2018               730         2
07/21/2018               600         2
07/22/2018               556         2
07/23/2018               581         2
07/24/2018               592         2
07/25/2018               581         2
07/26/2018               582         2
07/27/2018               578         2
07/28/2018               584         2
07/29/2018               569         2
07/30/2018               529         2
07/31/2018               513         2
08/01/2018               523         2
08/02/2018               444         2
08/03/2018               385         2
08/04/2018               352         2
08/05/2018               348         2
08/06/2018               345         2
08/07/2018               340         2
08/08/2018               347         2
08/09/2018               373         2
08/10/2018               388         2
08/11/2018               369         2
08/12/2018               312         2
08/13/2018               280         2
08/14/2018               268         2
08/15/2018               271         2
08/16/2018               259         2
08/17/2018               251         2
08/18/2018               260         2
08/19/2018               256         2
08/20/2018               238         2
08/21/2018               224         2
08/22/2018               228         2
08/23/2018               228         2
08/24/2018               221         2
08/25/2018               195         2
08/26/2018               176         2
08/27/2018               185         2
08/28/2018               172         2
08/29/2018               176         2
08/30/2018               177         2
08/31/2018               165         2
09/01/2018               161         2
09/02/2018               153         2
09/03/2018               156         2
09/04/2018               152         2
09/05/2018               145         2
09/06/2018               145         2
09/07/2018               154         2
09/08/2018               159         2
09/09/2018               143         2
09/10/2018               155         2
09/11/2018               147         2
09/12/2018               136         2
09/13/2018               123         2
09/14/2018               113         2
09/15/2018               107         2
09/16/2018               114         2
09/17/2018               151         2
09/18/2018               121         2
09/19/2018               104         2
09/20/2018              98.9         8
09/21/2018              97.5         8
09/22/2018               180         2
09/23/2018               300         2
09/24/2018               159         2
09/25/2018               130         2
09/26/2018               119         2
09/27/2018               122         2
09/28/2018               127         2
09/29/2018               122         2
09/30/2018               112         2
10/01/2018               151         2

Quality Codes Key:
2 - Good quality provisional data
8 - Below rating
140 - Data not yet checked
