To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

45K090--White R. nr Plain

DATE         Discharge (cfs)   QUALITY
12/26/2015               437         2
12/27/2015               430         2
12/28/2015               411         2
12/29/2015               394         2
12/30/2015               380         2
12/31/2015               360         2
01/01/2016               330         2
01/02/2016                         250
01/03/2016                         250
01/04/2016                         250
01/05/2016               337        50
01/06/2016               322        50
01/07/2016               310        50
01/08/2016               300        50
01/09/2016               292         2
01/10/2016               282         2
01/11/2016               277         2
01/12/2016               277         2
01/13/2016               278         2
01/14/2016               269         2
01/15/2016               259         2
01/16/2016               264         2
01/17/2016               258         2
01/18/2016               252         2
01/19/2016               249         2
01/20/2016               244         2
01/21/2016               250         2
01/22/2016               253         2
01/23/2016               262         2
01/24/2016               247         2
01/25/2016               237         2
01/26/2016               244         2
01/27/2016               335         2
01/28/2016               759         2
01/29/2016               752         2
01/30/2016               574         2
01/31/2016               518         2
02/01/2016               486         2
02/02/2016               460         2
02/03/2016               440         2
02/04/2016               429         2
02/05/2016               410         2
02/06/2016               412         2
02/07/2016               391         2
02/08/2016               383         2
02/09/2016               391         2
02/10/2016               397         2
02/11/2016               421         2
02/12/2016               543         2
02/13/2016               608         2
02/14/2016               617         2
02/15/2016              1600         2
02/16/2016              1990         2
02/17/2016              1690         2
02/18/2016              1540         2
02/19/2016              1330         2
02/20/2016              1150         2
02/21/2016              1020         2
02/22/2016               915         2
02/23/2016               828         2
02/24/2016               761         2
02/25/2016               708         2
02/26/2016               676         2
02/27/2016               674         2
02/28/2016               698         2
02/29/2016               696         2
03/01/2016               691         2
03/02/2016               692         2
03/03/2016               725         2
03/04/2016               695         2
03/05/2016               712         2
03/06/2016               911         2
03/07/2016               879         2
03/08/2016               824         2
03/09/2016               790         2
03/10/2016               788         2
03/11/2016               739         2
03/12/2016               711         2
03/13/2016               678         2
03/14/2016               641         2
03/15/2016               602         2
03/16/2016               572         2
03/17/2016               548         2
03/18/2016               525         2
03/19/2016               505         2
03/20/2016               490         2
03/21/2016               497         2
03/22/2016               525         2
03/23/2016               529         2
03/24/2016               567         2
03/25/2016               559         2
03/26/2016               555         2
03/27/2016               580         2
03/28/2016               569         2
03/29/2016               571         2
03/30/2016               602         2
03/31/2016               734         2
04/01/2016              1060         2
04/02/2016              1500         2
04/03/2016              1700         2
04/04/2016              1820         2
04/05/2016              1610         2
04/06/2016              1440         2
04/07/2016              1590         2
04/08/2016              2060         2
04/09/2016              2660         2
04/10/2016              2720         2
04/11/2016              2590         2
04/12/2016              2300         2
04/13/2016              1920         2
04/14/2016              1720         2
04/15/2016              1490         2
04/16/2016              1350         2
04/17/2016              1350         2
04/18/2016              1680         2
04/19/2016              2350         2
04/20/2016              3260         2
04/21/2016              4110         2
04/22/2016              4240         2
04/23/2016              3540         2
04/24/2016              2930         2
04/25/2016              2330         2
04/26/2016              1960         2
04/27/2016              1780         2
04/28/2016              1660         2
04/29/2016              1720         2
04/30/2016              1650         2
05/01/2016              1760         2
05/02/2016              2120         2
05/03/2016              2670         2
05/04/2016              3400         2
05/05/2016              3270         2
05/06/2016              3070         2
05/07/2016              3540         2
05/08/2016              3810         2
05/09/2016              3030         2
05/10/2016              2400         2
05/11/2016              2200         2
05/12/2016              2220         2
05/13/2016              2320         2
05/14/2016              2500         2
05/15/2016              2310         2
05/16/2016              2370         2
05/17/2016              2470         2
05/18/2016              2500         2
05/19/2016              2310         2
05/20/2016              1790         2
05/21/2016              1590         2
05/22/2016              1550         2
05/23/2016              1430         2
05/24/2016              1400         2
05/25/2016              1620         2
05/26/2016              1760         2
05/27/2016              1570         2
05/28/2016              1340         2
05/29/2016              1350         2
05/30/2016              1340         2
05/31/2016              1430         2
06/01/2016              1770         2
06/02/2016              2310         2
06/03/2016              2170         2
06/04/2016              2620         2
06/05/2016              3350         2
06/06/2016              3730         2
06/07/2016              3360         2
06/08/2016              2940         2
06/09/2016              2340         2
06/10/2016              1740         2
06/11/2016              1400         2
06/12/2016              1170         2
06/13/2016              1150         2
06/14/2016              1070         2
06/15/2016               896         2
06/16/2016               794         2
06/17/2016               747         2
06/18/2016               927         2
06/19/2016               944         2
06/20/2016               921         2
06/21/2016              1040         2
06/22/2016              1170         2
06/23/2016              1280         2
06/24/2016              1350         2
06/25/2016              1140         2
06/26/2016              1260         2
06/27/2016              1460         2
06/28/2016              1840         2
06/29/2016              2030         2
06/30/2016              1950         2
07/01/2016              1630         2
07/02/2016              1580         2
07/03/2016              1470         2
07/04/2016              1170         2
07/05/2016               949         2
07/06/2016               894         2
07/07/2016               856         2
07/08/2016               930         2
07/09/2016              1160         2
07/10/2016               913         2
07/11/2016               826         2
07/12/2016               818         2
07/13/2016               787         2
07/14/2016               782         2
07/15/2016               708         2
07/16/2016               673         2
07/17/2016               721         2
07/18/2016               686         2
07/19/2016               726         2
07/20/2016               666         2
07/21/2016               642         2
07/22/2016               756         2
07/23/2016               670         2
07/24/2016               668         2
07/25/2016               725         2
07/26/2016               834         2
07/27/2016               812         2
07/28/2016               795         2
07/29/2016               731         2
07/30/2016               680         2
07/31/2016               573         2
08/01/2016               477         2
08/02/2016               431         2
08/03/2016               429         2
08/04/2016               426         2
08/05/2016               401         2
08/06/2016               388         2
08/07/2016               345         2
08/08/2016               334         2
08/09/2016               359         2
08/10/2016               325         2
08/11/2016               340         2
08/12/2016               354         2
08/13/2016               375         2
08/14/2016               362         2
08/15/2016               341         2
08/16/2016               336         2
08/17/2016               334         2
08/18/2016               342         2
08/19/2016               330         2
08/20/2016               300         2
08/21/2016               290         2
08/22/2016               272         2
08/23/2016               226         2
08/24/2016               218         2
08/25/2016               219         2
08/26/2016               226         2
08/27/2016               236         2
08/28/2016               225         2
08/29/2016               209         2
08/30/2016               211         2
08/31/2016               198         2
09/01/2016               190         2
09/02/2016               193         2
09/03/2016               193         2
09/04/2016               152         2
09/05/2016               142         2
09/06/2016               130         2
09/07/2016               134         2
09/08/2016               154         2
09/09/2016               136         2
09/10/2016               136         2
09/11/2016               154         2
09/12/2016               132         2
09/13/2016               119         2
09/14/2016               113         2
09/15/2016               121         2
09/16/2016               124         2
09/17/2016               267         2
09/18/2016               464         2
09/19/2016               243         2
09/20/2016               228         2
09/21/2016               171         2
09/22/2016               145         2
09/23/2016               130         2
09/24/2016               141         2
09/25/2016               129         2
09/26/2016               158         2
09/27/2016               162         2
09/28/2016               148         2
09/29/2016               131         2
09/30/2016               129         2
10/01/2016               115       140

Quality Codes Key:
2 - Good quality provisional data
8 - Below rating
10 - Above rating, but within 2x
50 - Estimated data
140 - Data not yet checked
250 - Ice impacted data (will not be reported)
