To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

45K090--White R. nr Plain

DATE         TIME    FLOW (cfs)   QUALITY
03/27/2007   00:00         1780         1
03/28/2007   00:00         1460         1
03/29/2007   00:00         1270         1
03/30/2007   00:00         1180         1
03/31/2007   00:00         1120         1
04/01/2007   00:00         1060         1
04/02/2007   00:00          969         1
04/03/2007   00:00          889         1
04/04/2007   00:00          833         1
04/05/2007   00:00          783         1
04/06/2007   00:00          804         1
04/07/2007   00:00          954         1
04/08/2007   00:00         1200         1
04/09/2007   00:00         1710         1
04/10/2007   00:00         1460         1
04/11/2007   00:00         1270         1
04/12/2007   00:00         1130         1
04/13/2007   00:00         1050         1
04/14/2007   00:00         1010         1
04/15/2007   00:00          968         1
04/16/2007   00:00          908         1
04/17/2007   00:00          847         1
04/18/2007   00:00          807         1
04/19/2007   00:00          777         1
04/20/2007   00:00          758         1
04/21/2007   00:00          728         1
04/22/2007   00:00          718         1
04/23/2007   00:00          767         1
04/24/2007   00:00          864         1
04/25/2007   00:00          903         1
04/26/2007   00:00          893         1
04/27/2007   00:00          917         1
04/28/2007   00:00         1320         1
04/29/2007   00:00         1390         1
04/30/2007   00:00         1230         1
05/01/2007   00:00         1220         1
05/02/2007   00:00         1340         1
05/03/2007   00:00         1330         1
05/04/2007   00:00         1190         1
05/05/2007   00:00         1090         1
05/06/2007   00:00         1060         1
05/07/2007   00:00         1430         1
05/08/2007   00:00         2170         1
05/09/2007   00:00         2480         1
05/10/2007   00:00         2120         1
05/11/2007   00:00         2000         1
05/12/2007   00:00         2110         1
05/13/2007   00:00         2330         1
05/14/2007   00:00         1950         1
05/15/2007   00:00         2080         1
05/16/2007   00:00         2720         1
05/17/2007   00:00         2890         1
05/18/2007   00:00         2580         1
05/19/2007   00:00         2460         1
05/20/2007   00:00         2130         1
05/21/2007   00:00         1950         1
05/22/2007   00:00         1720         1
05/23/2007   00:00         1770         1
05/24/2007   00:00         1860         1
05/25/2007   00:00         2040         1
05/26/2007   00:00         2210         1
05/27/2007   00:00         2560         1
05/28/2007   00:00         2170         1
05/29/2007   00:00         2110         1
05/30/2007   00:00         2540         1
05/31/2007   00:00         3150         1
06/01/2007   00:00         3700         1
06/02/2007   00:00         4180         1
06/03/2007   00:00         5300        10
06/04/2007   00:00         6280        10
06/05/2007   00:00         4640         1
06/06/2007   00:00         2870         1
06/07/2007   00:00         2030         1
06/08/2007   00:00         1890         1
06/09/2007   00:00         2090         1
06/10/2007   00:00         2370         1
06/11/2007   00:00         2010         1
06/12/2007   00:00         1600         1
06/13/2007   00:00         1590         1
06/14/2007   00:00         1580         1
06/15/2007   00:00         1630         1
06/16/2007   00:00         1490         1
06/17/2007   00:00         1450         1
06/18/2007   00:00         1410         1
06/19/2007   00:00         1480         1
06/20/2007   00:00         1810         1
06/21/2007   00:00         2280         1
06/22/2007   00:00         2060         1
06/23/2007   00:00         1710         1
06/24/2007   00:00         1500         1
06/25/2007   00:00         1280         1
06/26/2007   00:00         1230         1
06/27/2007   00:00         1440         1
06/28/2007   00:00         1660         1
06/29/2007   00:00         1740         1
06/30/2007   00:00         1600         1
07/01/2007   00:00         1600         1
07/02/2007   00:00         1780         1
07/03/2007   00:00         1900         1
07/04/2007   00:00         2320         1
07/05/2007   00:00         3080         1
07/06/2007   00:00         3080         1
07/07/2007   00:00         2240         1
07/08/2007   00:00         1900         1
07/09/2007   00:00         1870         1
07/10/2007   00:00         1890         1
07/11/2007   00:00         1970         1
07/12/2007   00:00         2030         1
07/13/2007   00:00         2050         1
07/14/2007   00:00         1990         1
07/15/2007   00:00         1690         1
07/16/2007   00:00         1290         1
07/17/2007   00:00         1100         1
07/18/2007   00:00         1120         1
07/19/2007   00:00         1070         1
07/20/2007   00:00          849         1
07/21/2007   00:00          810         1
07/22/2007   00:00         1080         1
07/23/2007   00:00         1070         1
07/24/2007   00:00          958         1
07/25/2007   00:00          808         1
07/26/2007   00:00          772         1
07/27/2007   00:00          730         1
07/28/2007   00:00          682         1
07/29/2007   00:00          655         1
07/30/2007   00:00          595         1
07/31/2007   00:00          533         1
08/01/2007   00:00          515         1
08/02/2007   00:00          528         1
08/03/2007   00:00          511         1
08/04/2007   00:00          476         1
08/05/2007   00:00          466         1
08/06/2007   00:00          490         1
08/07/2007   00:00          478         1
08/08/2007   00:00          433         1
08/09/2007   00:00          377         1
08/10/2007   00:00          336         1
08/11/2007   00:00          302         1
08/12/2007   00:00          294         1
08/13/2007   00:00          270         1
08/14/2007   00:00          281         1
08/15/2007   00:00          311         1
08/16/2007   00:00          326         1
08/17/2007   00:00          301         1
08/18/2007   00:00          260         1
08/19/2007   00:00          255         1
08/20/2007   00:00          252         1
08/21/2007   00:00          292         1
08/22/2007   00:00          292         1
08/23/2007   00:00          255         1
08/24/2007   00:00          239         1
08/25/2007   00:00          228         1
08/26/2007   00:00          235         1
08/27/2007   00:00          211         1
08/28/2007   00:00          194         1
08/29/2007   00:00          200         1
08/30/2007   00:00          218         1
08/31/2007   00:00          234         1
09/01/2007   00:00          208         1
09/02/2007   00:00          200         1
09/03/2007   00:00          198         1
09/04/2007   00:00          197         1
09/05/2007   00:00          211         1
09/06/2007   00:00          225         1
09/07/2007   00:00          203         1
09/08/2007   00:00          176         8
09/09/2007   00:00          159         8
09/10/2007   00:00          151         8
09/11/2007   00:00          162         8
09/12/2007   00:00          167         8
09/13/2007   00:00          170         8
09/14/2007   00:00          166         8
09/15/2007   00:00          161         8
09/16/2007   00:00          148         8
09/17/2007   00:00          137         8
09/18/2007   00:00          134         8
09/19/2007   00:00          122         8
09/20/2007   00:00          112         8
09/21/2007   00:00          106         8
09/22/2007   00:00          111         8
09/23/2007   00:00          106         8
09/24/2007   00:00         98.6         8
09/25/2007   00:00         94.8         8
09/26/2007   00:00         94.3         8
09/27/2007   00:00          102         8
09/28/2007   00:00          113         8
09/29/2007   00:00          108         8
09/30/2007   00:00          111         8

Quality Codes Key:
1 - Good quality REVIEWED data
8 - Below rating
10 - Above rating, but within 2x
50 - Estimated data
82 - Linear interpolation across gap in records.
250 - Ice impacted data (will not be reported)
