To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

45K090--White R. nr Plain

DATE         TIME    FLOW (cfs)   QUALITY
04/02/2008   00:00          217        50
04/03/2008   00:00          218        50
04/04/2008   00:00          222        50
04/05/2008   00:00          223        50
04/06/2008   00:00          228        50
04/07/2008   00:00          229        50
04/08/2008   00:00          230        50
04/09/2008   00:00          227        50
04/10/2008   00:00          229        50
04/11/2008   00:00          238        50
04/12/2008   00:00          264        50
04/13/2008   00:00          379        50
04/14/2008   00:00          522        50
04/15/2008   00:00          496        50
04/16/2008   00:00          473        50
04/17/2008   00:00          485        50
04/18/2008   00:00          508        50
04/19/2008   00:00          481        50
04/20/2008   00:00          456        50
04/21/2008   00:00          431        50
04/22/2008   00:00          412        50
04/23/2008   00:00          402        50
04/24/2008   00:00          391        50
04/25/2008   00:00          384        50
04/26/2008   00:00          386        50
04/27/2008   00:00          415        50
04/28/2008   00:00          515        50
04/29/2008   00:00          652        50
04/30/2008   00:00          615        50
05/01/2008   00:00          593        50
05/02/2008   00:00          599        50
05/03/2008   00:00          615        50
05/04/2008   00:00          730        50
05/05/2008   00:00         1030        50
05/06/2008   00:00         1270        50
05/07/2008   00:00         1410        50
05/08/2008   00:00         1310        50
05/09/2008   00:00         1170        50
05/10/2008   00:00         1150        50
05/11/2008   00:00         1120        50
05/12/2008   00:00         1070        50
05/13/2008   00:00         1090        50
05/14/2008   00:00         1320        50
05/15/2008   00:00         2310        50
05/16/2008   00:00         3540        50
05/17/2008   00:00         5430        50
05/18/2008   00:00         6660        50
05/19/2008   00:00         6120        50
05/20/2008   00:00         5870        50
05/21/2008   00:00         4470        50
05/22/2008   00:00         3140        50
05/23/2008   00:00         2620        50
05/24/2008   00:00         2490        50
05/25/2008   00:00         3010        50
05/26/2008   00:00         3510        50
05/27/2008   00:00         3740        50
05/28/2008   00:00         3930        50
05/29/2008   00:00         4070        50
05/30/2008   00:00         3780        50
05/31/2008   00:00         3230        50
06/01/2008   00:00         3260        50
06/02/2008   00:00         2910        50
06/03/2008   00:00         2570        50
06/04/2008   00:00         2220        50
06/05/2008   00:00         1920        50
06/06/2008   00:00         1740        50
06/07/2008   00:00         1520        50
06/08/2008   00:00         1410        50
06/09/2008   00:00         1430        50
06/10/2008   00:00         1370        50
06/11/2008   00:00         1280        50
06/12/2008   00:00         1320        50
06/13/2008   00:00         1690        50
06/14/2008   00:00         1970        50
06/15/2008   00:00         1950        50
06/16/2008   00:00         2090        50
06/17/2008   00:00         2140        50
06/18/2008   00:00         1890        50
06/19/2008   00:00         1670        50
06/20/2008   00:00         1650        50
06/21/2008   00:00         2270        50
06/22/2008   00:00         2360        50
06/23/2008   00:00         2210        50
06/24/2008   00:00         1910        50
06/25/2008   00:00         1920        50
06/26/2008   00:00         2010        50
06/27/2008   00:00         2360        50
06/28/2008   00:00         3340        50
06/29/2008   00:00         4120        50
06/30/2008   00:00         4780        50
07/01/2008   00:00         4540        50
07/02/2008   00:00         4130        50
07/03/2008   00:00         4490        50
07/04/2008   00:00         3540        50
07/05/2008   00:00         2440        50
07/06/2008   00:00         2260        50
07/07/2008   00:00         1990        50
07/08/2008   00:00         1980        50
07/09/2008   00:00         2080        50
07/10/2008   00:00         1880        50
07/11/2008   00:00         1420        50
07/12/2008   00:00         1270        50
07/13/2008   00:00         1350        50
07/14/2008   00:00         1350        50
07/15/2008   00:00         1220        50
07/16/2008   00:00         1170        50
07/17/2008   00:00         1120        50
07/18/2008   00:00         1030        50
07/19/2008   00:00          991        50
07/20/2008   00:00          961        50
07/21/2008   00:00          954        50
07/22/2008   00:00         1010        50
07/23/2008   00:00          914        50
07/24/2008   00:00          817        50
07/25/2008   00:00          783        50
07/26/2008   00:00          783        50
07/27/2008   00:00          733        50
07/28/2008   00:00          670        50
07/29/2008   00:00          614        50
07/30/2008   00:00          618        50
07/31/2008   00:00          508        50
08/01/2008   00:00          598        50
08/02/2008   00:00          531        50
08/03/2008   00:00          483        50
08/04/2008   00:00          482        50
08/05/2008   00:00          492        50
08/06/2008   00:00          502        50
08/07/2008   00:00          517        50
08/08/2008   00:00          595        50
08/09/2008   00:00          554        50
08/10/2008   00:00          459        50
08/11/2008   00:00          370        50
08/12/2008   00:00          356        50
08/13/2008   00:00          387        50
08/14/2008   00:00          434        50
08/15/2008   00:00          477        50
08/16/2008   00:00          501        50
08/17/2008   00:00          495        50
08/18/2008   00:00          479        50
08/19/2008   00:00          434        50
08/20/2008   00:00          641        50
08/21/2008   00:00          752        50
08/22/2008   00:00          456        50
08/23/2008   00:00          344        50
08/24/2008   00:00          326        50
08/25/2008   00:00          384        50
08/26/2008   00:00          321        50
08/27/2008   00:00          358        50
08/28/2008   00:00          357        50
08/29/2008   00:00          398        50
08/30/2008   00:00          381        50
08/31/2008   00:00          290        50
09/01/2008   00:00          251        50
09/02/2008   00:00          229        50
09/03/2008   00:00          217        50
09/04/2008   00:00          209        50
09/05/2008   00:00          208        50
09/06/2008   00:00          221        50
09/07/2008   00:00          218        50
09/08/2008   00:00          208        50
09/09/2008   00:00          200        50
09/10/2008   00:00          191        50
09/11/2008   00:00          182        50
09/12/2008   00:00          187        50
09/13/2008   00:00          189        50
09/14/2008   00:00          180        50
09/15/2008   00:00          174        50
09/16/2008   00:00          171        50
09/17/2008   00:00          173        50
09/18/2008   00:00          178        50
09/19/2008   00:00          175        50
09/20/2008   00:00          173        50
09/21/2008   00:00          180        50
09/22/2008   00:00          180        50
09/23/2008   00:00          152        50
09/24/2008   00:00          134        50
09/25/2008   00:00          161        50
09/26/2008   00:00          150        50
09/27/2008   00:00          131        50
09/28/2008   00:00          124        50
09/29/2008   00:00          122        50
09/30/2008   00:00          122        50

Quality Codes Key:
1 - Good quality REVIEWED data
8 - Below rating
50 - Estimated data
164 - Questionable estimate
250 - Ice impacted data (will not be reported)
