To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

45K090--White R. nr Plain

DATE         Discharge (cfs)   QUALITY
01/03/2017               225       140
01/04/2017               267       140
01/05/2017               359       140
01/06/2017               406       140
01/07/2017               363       140
01/08/2017               282       140
01/09/2017               257       140
01/10/2017               248       140
01/11/2017               228       140
01/12/2017               191       140
01/13/2017               213       140
01/14/2017               218       140
01/15/2017               214       140
01/16/2017               216       140
01/17/2017               224       140
01/18/2017               237       140
01/19/2017               274       140
01/20/2017               256       140
01/21/2017               215       140
01/22/2017               160       140
01/23/2017               143       140
01/24/2017               141       140
01/25/2017               133       140
01/26/2017               131       140
01/27/2017               128       140
01/28/2017               125       140
01/29/2017               123       140
01/30/2017               122       140
01/31/2017               122       140
02/01/2017               113       140
02/02/2017               131       140
02/03/2017               133       140
02/04/2017               125       140
02/05/2017               126       140
02/06/2017               123       140
02/07/2017               123       140
02/08/2017               123       140
02/09/2017               104       140
02/10/2017               118       140
02/11/2017               158       140
02/12/2017               138       140
02/13/2017               129       140
02/14/2017               125       140
02/15/2017               157       140
02/16/2017               252       140
02/17/2017               232       140
02/18/2017               214       140
02/19/2017               206       140
02/20/2017               201       140
02/21/2017               192       140
02/22/2017               182       140
02/23/2017               174       140
02/24/2017               170       140
02/25/2017               165       140
02/26/2017               164       140
02/27/2017               161       140
02/28/2017               155       140
03/01/2017               153       140
03/02/2017               152       140
03/03/2017               160       140
03/04/2017               166       140
03/05/2017               159       140
03/06/2017               152       140
03/07/2017               151       140
03/08/2017               146       140
03/09/2017               149       140
03/10/2017               177       140
03/11/2017               200       140
03/12/2017               216       140
03/13/2017               265       140
03/14/2017               466       140
03/15/2017              1130       140
03/16/2017              1190       140
03/17/2017               922       140
03/18/2017               887       140
03/19/2017               830       140
03/20/2017               739       140
03/21/2017               685       140
03/22/2017               638       140
03/23/2017               608       140
03/24/2017               600       140
03/25/2017               578       140
03/26/2017               553       140
03/27/2017               532       140
03/28/2017               525       140
03/29/2017               584       140
03/30/2017               642       140
03/31/2017               622       140
04/01/2017               656       140
04/02/2017               724       140
04/03/2017               688       140
04/04/2017               671       140
04/05/2017               659       140
04/06/2017               677       140
04/07/2017               874       140
04/08/2017               939       140
04/09/2017               878       140
04/10/2017               838       140
04/11/2017               785       140
04/12/2017               777       140
04/13/2017               819       140
04/14/2017               792       140
04/15/2017               749       140
04/16/2017               729       140
04/17/2017               718       140
04/18/2017               769       140
04/19/2017               792       140
04/20/2017               819       140
04/21/2017               883       140
04/22/2017               994       140
04/23/2017              1030       140
04/24/2017              1030       140
04/25/2017              1030       140
04/26/2017              1140       140
04/27/2017              1110       140
04/28/2017              1050       140
04/29/2017              1040       140
04/30/2017              1020       140
05/01/2017               990       140
05/02/2017               935       140
05/03/2017              1160       140
05/04/2017              2380       140
05/05/2017              4850       140
05/06/2017              4000       140
05/07/2017              2760       140
05/08/2017              2290       140
05/09/2017              2100       140
05/10/2017              2450       140
05/11/2017              3340       140
05/12/2017              3120       140
05/13/2017              2370       140
05/14/2017              1940       140
05/15/2017              1710       140
05/16/2017              1560       140
05/17/2017              1360       140
05/18/2017              1350       140
05/19/2017              1570       140
05/20/2017              2170       140
05/21/2017              2960       140
05/22/2017              3700       140
05/23/2017              4700       140
05/24/2017              4690       140
05/25/2017              3070       140
05/26/2017              2810       140
05/27/2017              3240       140
05/28/2017              4190       140
05/29/2017              5180       140
05/30/2017              5750       140
05/31/2017              5570       140
06/01/2017              4610       140
06/02/2017              3840       140
06/03/2017              3470       140
06/04/2017              3250       140
06/05/2017              2690       140
06/06/2017              2670       140
06/07/2017              3240       140
06/08/2017              4160       140
06/09/2017              3510       140
06/10/2017              2540       140
06/11/2017              2120       140
06/12/2017              2060       140
06/13/2017              2130       140
06/14/2017              1880       140
06/15/2017              1800       140
06/16/2017              2920       140
06/17/2017              2440       140
06/18/2017              2250       140
06/19/2017              2760       140
06/20/2017              3470       140
06/21/2017              3070       140
06/22/2017              2370       140
06/23/2017              2210       140
06/24/2017              2490       140
06/25/2017              2910       140
06/26/2017              3290       140
06/27/2017              3120       140
06/28/2017              2630       140
06/29/2017              2480       140
06/30/2017              2600       140
07/01/2017              2760       140
07/02/2017              2570       140
07/03/2017              2420       140
07/04/2017              2000       140
07/05/2017              1680       140
07/06/2017              1880       140
07/07/2017              2090       140
07/08/2017              1920       140
07/09/2017              1790       140
07/10/2017              1840       140
07/11/2017              1550       140
07/12/2017              1370       140
07/13/2017              1280       140
07/14/2017              1160       140
07/15/2017              1110       140
07/16/2017              1040       140
07/17/2017               860       140
07/18/2017               831       140
07/19/2017               887       140
07/20/2017               881       140
07/21/2017               779       140
07/22/2017               833       140
07/23/2017               983       140
07/24/2017               874       140
07/25/2017               761       140
07/26/2017               782       140
07/27/2017               784       140
07/28/2017               706       140
07/29/2017               631       140
07/30/2017               627       140
07/31/2017               610       140
08/01/2017               589       140
08/02/2017               615       140
08/03/2017               639       140
08/04/2017               615       140
08/05/2017               570       140
08/06/2017               540       140
08/07/2017               515       140
08/08/2017               488       140
08/09/2017               486       140
08/10/2017               463       140
08/11/2017               437       140
08/12/2017               435       140
08/13/2017               411       140
08/14/2017               368       140
08/15/2017               316       140
08/16/2017               304       140
08/17/2017               324       140
08/18/2017               306       140
08/19/2017               298       140
08/20/2017               278       140
08/21/2017               274       140
08/22/2017               277       140
08/23/2017               293       140
08/24/2017               287       140
08/25/2017               243       140
08/26/2017               222       140
08/27/2017               235       140
08/28/2017               257       140
08/29/2017               260       140
08/30/2017               254       140
08/31/2017               251       140
09/01/2017               249       140
09/02/2017               250       140
09/03/2017               258       140
09/04/2017               241       140
09/05/2017               254       140
09/06/2017               261       140
09/07/2017               264       140
09/08/2017               260       140
09/09/2017               251       140
09/10/2017               224       140
09/11/2017               193       140
09/12/2017               196       140
09/13/2017               193       140
09/14/2017               165       140
09/15/2017               144       140
09/16/2017               132       140
09/17/2017               124       140
09/18/2017               141       140
09/19/2017               128       140
09/20/2017               134       140
09/21/2017               118       140
09/22/2017               109       140
09/23/2017               100       140
09/24/2017              94.7       140
09/25/2017              93.3       140
09/26/2017                         255
09/27/2017              98.7       140
09/28/2017               107       140
09/29/2017               115       140
09/30/2017               123       140
10/01/2017               131       140

Quality Codes Key:
140 - Data not yet checked
255 - Incomplete day
