To download this data for use in a spreadsheet, such as Microsoft Excel,
you must save this table as a text file using File->Save As... in your
browser.  You can then import that text file into your spreadsheet program.
For mean daily tables, data values are for the dates listed starting at
midnight PST.

A key to quality codes for this data set appears at the end of this file.

45K090--White R. nr Plain

DATE         TIME    FLOW (cfs)   QUALITY
12/22/2008   00:00      No Data       250
12/23/2008   00:00      No Data       250
12/24/2008   00:00      No Data       250
12/25/2008   00:00      No Data       250
12/26/2008   00:00      No Data       250
12/27/2008   00:00      No Data       250
12/28/2008   00:00      No Data       250
12/29/2008   00:00      No Data       250
12/30/2008   00:00      No Data       250
12/31/2008   00:00      No Data       250
01/01/2009   00:00      No Data       250
01/02/2009   00:00      No Data       250
01/03/2009   00:00      No Data       250
01/04/2009   00:00      No Data       250
01/05/2009   00:00      No Data       250
01/06/2009   00:00      No Data       250
01/07/2009   00:00          683       164
01/08/2009   00:00         1480       164
01/09/2009   00:00         1000         1
01/10/2009   00:00          763         1
01/11/2009   00:00          691         1
01/12/2009   00:00          665        50
01/13/2009   00:00          644        50
01/14/2009   00:00          616        50
01/15/2009   00:00          584        50
01/16/2009   00:00          555        50
01/17/2009   00:00          528        50
01/18/2009   00:00          503        50
01/19/2009   00:00          477        50
01/20/2009   00:00          455        50
01/21/2009   00:00          436        50
01/22/2009   00:00          415        50
01/23/2009   00:00          392        50
01/24/2009   00:00          376        50
01/25/2009   00:00          360        50
01/26/2009   00:00      No Data       250
01/27/2009   00:00      No Data       250
01/28/2009   00:00          322        50
01/29/2009   00:00          309        50
01/30/2009   00:00          300        50
01/31/2009   00:00          292        50
02/01/2009   00:00          281        50
02/02/2009   00:00          275        50
02/03/2009   00:00          270        50
02/04/2009   00:00          264        50
02/05/2009   00:00          260        50
02/06/2009   00:00          256        50
02/07/2009   00:00          250         1
02/08/2009   00:00          248         1
02/09/2009   00:00          243         1
02/10/2009   00:00          239         1
02/11/2009   00:00          234         1
02/12/2009   00:00          231        50
02/13/2009   00:00          229        50
02/14/2009   00:00          221        50
02/15/2009   00:00          215        50
02/16/2009   00:00          211        50
02/17/2009   00:00          206        50
02/18/2009   00:00          201        50
02/19/2009   00:00          198         1
02/20/2009   00:00          195         1
02/21/2009   00:00          194         1
02/22/2009   00:00          193         1
02/23/2009   00:00          192         1
02/24/2009   00:00          195         1
02/25/2009   00:00          200         1
02/26/2009   00:00          194         1
02/27/2009   00:00          185         1
02/28/2009   00:00          186         1
03/01/2009   00:00          185         1
03/02/2009   00:00          189         1
03/03/2009   00:00          193         1
03/04/2009   00:00          192         1
03/05/2009   00:00          196         1
03/06/2009   00:00          188         1
03/07/2009   00:00          190         1
03/08/2009   00:00          187         1
03/09/2009   00:00          184         1
03/10/2009   00:00          179         1
03/11/2009   00:00          170         1
03/12/2009   00:00          176         1
03/13/2009   00:00          177         1
03/14/2009   00:00          181         1
03/15/2009   00:00          181         1
03/16/2009   00:00          179         1
03/17/2009   00:00          179         1
03/18/2009   00:00          175         1
03/19/2009   00:00          176         1
03/20/2009   00:00          183         1
03/21/2009   00:00          195         1
03/22/2009   00:00          188         1
03/23/2009   00:00          184         1
03/24/2009   00:00          186         1
03/25/2009   00:00          195         1
03/26/2009   00:00          191         1
03/27/2009   00:00          192         1
03/28/2009   00:00          197         1
03/29/2009   00:00          194         1
03/30/2009   00:00          194         1
03/31/2009   00:00          203         1
04/01/2009   00:00          201         1
04/02/2009   00:00          207         1
04/03/2009   00:00          202         1
04/04/2009   00:00          200         1
04/05/2009   00:00          208         1
04/06/2009   00:00          228         1
04/07/2009   00:00          269         1
04/08/2009   00:00          340         1
04/09/2009   00:00          384         1
04/10/2009   00:00          386         1
04/11/2009   00:00          404         1
04/12/2009   00:00          457         1
04/13/2009   00:00          484         1
04/14/2009   00:00          452         1
04/15/2009   00:00          447         1
04/16/2009   00:00          465         1
04/17/2009   00:00          531         1
04/18/2009   00:00          554         1
04/19/2009   00:00          575         1
04/20/2009   00:00          729         1
04/21/2009   00:00         1080         1
04/22/2009   00:00         1370         1
04/23/2009   00:00         1190         1
04/24/2009   00:00         1010         1
04/25/2009   00:00          912         1
04/26/2009   00:00          820         1
04/27/2009   00:00          795         1
04/28/2009   00:00          751         1
04/29/2009   00:00          703         1
04/30/2009   00:00          670         1
05/01/2009   00:00          690         1
05/02/2009   00:00          757         1
05/03/2009   00:00          778         1
05/04/2009   00:00          818         1
05/05/2009   00:00          955         1
05/06/2009   00:00          961         1
05/07/2009   00:00          952         1
05/08/2009   00:00          881         1
05/09/2009   00:00          885         1
05/10/2009   00:00          928         1
05/11/2009   00:00         1170         1
05/12/2009   00:00         1180         1
05/13/2009   00:00         1010         1
05/14/2009   00:00          990         1
05/15/2009   00:00          928         1
05/16/2009   00:00          972         1
05/17/2009   00:00         1410         1
05/18/2009   00:00         2210         1
05/19/2009   00:00         2450         1
05/20/2009   00:00         1720         1
05/21/2009   00:00         1450         1
05/22/2009   00:00         1470         1
05/23/2009   00:00         1760         1
05/24/2009   00:00         2130         1
05/25/2009   00:00         2390         1
05/26/2009   00:00         2350         1
05/27/2009   00:00         2150         1
05/28/2009   00:00         2250         1
05/29/2009   00:00         3010         1
05/30/2009   00:00         3650         1
05/31/2009   00:00         3340         1
06/01/2009   00:00         3180         1
06/02/2009   00:00         3360         1
06/03/2009   00:00         3290         1
06/04/2009   00:00         3320         1
06/05/2009   00:00         3760         1
06/06/2009   00:00         4090         1
06/07/2009   00:00         3160         1
06/08/2009   00:00         2570         1
06/09/2009   00:00         2390         1
06/10/2009   00:00         2340         1
06/11/2009   00:00         2460         1
06/12/2009   00:00         2530         1
06/13/2009   00:00         2490         1
06/14/2009   00:00         2550         1
06/15/2009   00:00         2630         1
06/16/2009   00:00         2330         1
06/17/2009   00:00         2080         1
06/18/2009   00:00         1930         1
06/19/2009   00:00         1710         1
06/20/2009   00:00         1600         1
06/21/2009   00:00         1370         1
06/22/2009   00:00         1100         1
06/23/2009   00:00          962         1
06/24/2009   00:00         1020         1
06/25/2009   00:00         1220         1
06/26/2009   00:00         1120         1
06/27/2009   00:00         1110         1
06/28/2009   00:00         1170         1
06/29/2009   00:00         1130         1
06/30/2009   00:00         1060         1
07/01/2009   00:00         1010         1
07/02/2009   00:00         1040         1
07/03/2009   00:00         1200         1
07/04/2009   00:00         1240         1
07/05/2009   00:00         1180         1
07/06/2009   00:00         1060         1
07/07/2009   00:00          891         1
07/08/2009   00:00          772         1
07/09/2009   00:00          714         1
07/10/2009   00:00          768         1
07/11/2009   00:00          830         1
07/12/2009   00:00          922         1
07/13/2009   00:00          973         1
07/14/2009   00:00          805         1
07/15/2009   00:00          743         1
07/16/2009   00:00          716         1
07/17/2009   00:00          749         1
07/18/2009   00:00          696         1
07/19/2009   00:00          654         1
07/20/2009   00:00          612         1
07/21/2009   00:00          616         1
07/22/2009   00:00          629         1
07/23/2009   00:00          631         1
07/24/2009   00:00          614         1
07/25/2009   00:00          576         1
07/26/2009   00:00          604         1
07/27/2009   00:00          651         1
07/28/2009   00:00          633         1
07/29/2009   00:00          586         1
07/30/2009   00:00          542         1
07/31/2009   00:00          520         1
08/01/2009   00:00          493         1
08/02/2009   00:00          457         1
08/03/2009   00:00          451         1
08/04/2009   00:00          414         1
08/05/2009   00:00          363         1
08/06/2009   00:00          318         1
08/07/2009   00:00          311         1
08/08/2009   00:00          318         1
08/09/2009   00:00          306         1
08/10/2009   00:00          288         1
08/11/2009   00:00          385         1
08/12/2009   00:00          318         1
08/13/2009   00:00          285         1
08/14/2009   00:00          264         1
08/15/2009   00:00          239         1
08/16/2009   00:00          230         1
08/17/2009   00:00          238         1
08/18/2009   00:00          262         1
08/19/2009   00:00          290         1
08/20/2009   00:00          314         1
08/21/2009   00:00          311         1
08/22/2009   00:00          271         1
08/23/2009   00:00          231         1
08/24/2009   00:00          209         1
08/25/2009   00:00          205         1
08/26/2009   00:00          188         1
08/27/2009   00:00          182         1
08/28/2009   00:00          206         1
08/29/2009   00:00          231         1
08/30/2009   00:00          230         1
08/31/2009   00:00          255         1
09/01/2009   00:00          262         1
09/02/2009   00:00          253         1
09/03/2009   00:00          326         1
09/04/2009   00:00          229         1
09/05/2009   00:00          260         1
09/06/2009   00:00          255         1
09/07/2009   00:00          358         1
09/08/2009   00:00          278         1
09/09/2009   00:00          225         1
09/10/2009   00:00          211         1
09/11/2009   00:00          194         1
09/12/2009   00:00          202         1
09/13/2009   00:00          213         1
09/14/2009   00:00          240         1
09/15/2009   00:00          216         1
09/16/2009   00:00          199         1
09/17/2009   00:00          200         1
09/18/2009   00:00          179         1
09/19/2009   00:00          190         1
09/20/2009   00:00          179         1
09/21/2009   00:00          147         1
09/22/2009   00:00          152         1
09/23/2009   00:00          164         1
09/24/2009   00:00          172         1
09/25/2009   00:00          154         1
09/26/2009   00:00          152         1
09/27/2009   00:00          140         1
09/28/2009   00:00          127         1
09/29/2009   00:00          121         1
09/30/2009   00:00          115         1

Quality Codes Key:
1 - Good quality REVIEWED data
10 - Above rating, but within 2x
50 - Estimated data
164 - Questionable estimate
250 - Ice impacted data (will not be reported)
