"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",72.911100074205,41.2505322386461,41.1305224786566,50.8852917631399,118.375006212713,49.6970239986838,62.7817683594944,157.562790644482,52.8189717675136,52.3326225724313,32.124415712836,143.63336803032,0.297489695911032,1.14146512253323,0.73166905733048,2.37182963509223,0.165605340493148,0.778216194027618,0.71081989167833,0.606749517066447,0.315456804337277,0.802759197502504,1.29962216624329,0.960532832628507,14802.4324258151,505.302678079234,14092.9867891512,469.311057089924,14791.1999206467,14798.6160881559,14419.8971891227,14152.9133641042,14857.6902815283,14811.4431101539,15029.8966446564,15008.5190996388
"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",69.9577665522334,44.4076796124428,44.2834851142747,49.4596362805745,21.5769432660085,31.9563244088359,46.966208340578,26.083174986024,48.6452771276852,42.5685684892158,45.7818193835582,30.8246151545343,0.292261263218184,1.16857206011847,0.69144149968888,2.04077746688432,0.891594006002327,0.950260083642957,0.786562618060592,1.00629940414505,0.736214861488403,1.09477624505126,0.95385036345806,1.76615810809897,14780.4032849587,429.389408105614,13492.0359603643,484.514449984427,14748.25119584,15065.6681589287,14533.2077603521,15041.8128480217,14900.1025351879,15013.9969966791,14964.2632925043,15702.4799353005
"6",35.7182384515608,61.927584500265,47.8464451878228,48.5679469403898,10.055135701287,74.4209023870412,111.648408911791,86.4466107857421,51.4587523608915,45.9504619830708,43.4855210564406,94.5474634789344,0.519683290484741,0.555793604287388,0.700265152020038,1.79443254674137,1.02233637938389,0.573806610530856,0.386601971940272,0.680587288815956,0.370106018836669,1.00772054390167,0.946230357495352,1.16742915400056,14932.7781305169,14830.5016527051,12721.9364867357,543.478536461753,15111.9988927643,14673.037428705,14735.1634104876,14565.3111798869,14874.8365954434,14980.7171534014,14878.1982199028,15500.5985478533
"7",26.3306243781997,51.1618188030695,50.0794650582437,55.6368451724207,29.5282236567897,28.6053686352362,53.2706180563253,34.1698601063206,30.0897210611386,43.1299625639838,37.2203774642911,49.911226220687,0.644030085425422,0.720858194408136,0.650278138065857,1.85491123418746,0.659753892196583,0.947697230074674,0.68756572045116,1.04403301974644,0.748650575354442,0.842635172436227,1.00189328612321,1.01295936865836,14825.9684307185,13808.2670843415,13541.3826071887,545.131071230934,14923.0084005873,14475.4853056664,14839.3887932721,15546.4441829522,14953.3018512121,15022.7946073361,14762.339860794,14897.9012633324
"8",92.4624769428986,39.6275288671345,45.6141719897898,37.4747367204625,15.4779193954882,25.5870911144438,46.7816102302148,45.6484597450795,45.3404181417941,55.5376592773378,42.5372199967253,46.701383990989,0.111829181265295,0.787433547364601,1.05596723378881,2.25987608778862,0.921572221719538,0.972702458569988,0.826206829430002,0.979283823142057,0.451610960614195,0.6775155693441,0.946516893455366,1.41188286062258,14761.5681831784,15488.0660081812,450.763374034767,526.247761469611,14896.0966670144,13840.8278102929,15268.3645405664,15204.2444648972,14911.3772408302,14872.7150527843,15003.4502526585,15255.501411907
"9",61.3941248847418,49.9530085639148,42.2429826187628,55.5764523545767,11.347821448254,42.8916840143554,28.4941973948881,56.7350034575365,42.7246135033506,52.4949997395727,60.3926889116547,72.3053216613029,0.322906082672535,0.679718149648,1.05795662724227,2.27558932681296,0.985993050535226,0.706491746842882,0.885273647571305,0.697659145040497,0.485425408506898,0.671701924290893,0.562488124164773,1.08099451284018,14799.8433204424,13527.8971663701,516.845777402757,434.066122880877,15112.7848502741,14638.6791227908,15048.894696113,14692.393485504,14938.1324268114,14713.7143037555,14796.6980617638,15342.674943626
"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",45.8045585520386,34.7957953914314,43.8361340071196,45.6241017284992,28.8807656754796,57.490039734578,28.2432747622806,63.4458807402036,42.8841206170927,44.8393566899227,41.3486916659803,78.5298948604985,0.421812999055732,1.11202500341347,0.718818778722577,1.57895345726301,0.575336204042265,0.678771825016869,0.992700609629734,0.992259699335327,0.40693948250329,0.682566060907336,0.726413734618207,0.946179056190307,14832.8510901037,572.322885677499,13651.7200531645,610.556792248995,14857.0505678334,14781.6835917085,15484.3934719346,15089.5976705057,14922.6366097407,14818.8323693528,14990.7545174227,14749.556067086
"13",31.5954435194679,50.5925830421523,29.7934004983799,54.3976525659933,70.8558668061579,115.136497081379,55.6687055535318,424.920458280351,28.8053535755929,48.9534116978961,54.9212766766457,163.761365013111,0.592310963098865,0.662157205371372,1.42048670814805,2.11214232620436,0.266113507489872,0.404889972906492,0.729423885266881,0.181535458007901,0.98346301878352,1.00964111551117,0.799781703747521,0.215539447165596,14803.6876014773,13840.610100616,422.476803234033,444.245445793544,14865.1301621382,14575.1635939811,15289.3003127662,14273.6379839594,15080.7173533488,14773.5344097508,14832.3927101312,14797.3066331511
"14",43.1955822040442,43.4224745414558,48.1063650028846,46.7066078021144,9.21276900303796,59.3650543936919,22.2121366663717,138.316229149312,40.6300639124802,41.6571266002714,38.6452769740845,126.522677036652,0.397633514824526,0.732481414802014,0.657777351825612,1.74428004852816,1.05948575468671,0.622232752810303,1.01886732505462,0.318175300929187,0.596364759164383,1.0310921380606,1.07293586181699,0.741790109300885,14869.2996961474,13932.9280290035,12745.8777850271,540.960208397951,15137.9548940923,14782.5115745559,15228.6313024881,14714.558810269,14936.7985831924,15023.8057134491,14938.2658679368,14579.4685795137
"15",30.3079520437055,46.7272145489892,43.3737022332897,44.2905511503285,69.0154219960653,124.058446399457,137.179139115202,180.556426914187,32.3211538019573,55.7368986034314,55.6476496129942,75.0458673012688,0.64112378629434,0.660140866374128,0.731034310305971,1.81204511226201,0.220026897230861,0.275319935494878,0.219048092895656,0.183591473640867,0.883430127957059,0.537658311007344,0.732543571746187,1.14304343158688,14550.0109265736,14477.8020060028,13298.9643611982,555.116217217575,14858.3744983462,14683.4268428201,14703.1731887765,14670.0209848256,14916.4492822108,14814.6056785359,14892.5068321659,15168.9940995031
"16",36.0570057631129,57.3015880244542,54.6147826057984,58.6799639334653,11.1882138926843,31.2837874352039,39.419692135255,275.315901519026,48.9783591050483,53.3895536695959,44.827066684452,54.4970614555874,0.684799239136524,0.597911341954128,0.578908196662365,1.70306449091375,0.980324815885181,0.915342232683863,0.805259996312429,0.260462098311051,0.198297995786812,0.605945532726604,0.678828660263767,1.20926493735554,14525.0379187983,13510.2983204167,13973.2206272927,528.546495092519,14890.6017057574,14327.4972438021,14986.8091709009,14365.7248778172,14920.8811108805,14896.4903178557,14830.8961850583,15114.5618425232
